pk,account_id,account_status,plan_tier,previous_plan_tier,seats,mrr_amount,arr_amount,downgrade_flag,upgrade_flag,billing_frequency,auto_renew_flag,effective_start_date,effective_end_date,current_record_flag
S-4d2392,A-e61e98,active,Pro,,19,931,11172,false,false,monthly,false,2023-11-05,2023-11-09,false
S-9a6596,A-503d5a,active,Basic,,49,931,11172,false,false,monthly,true,2023-10-21,2023-11-07,false
S-e781ba,A-53f4e3,active,Pro,,19,931,11172,false,false,monthly,false,2024-06-17,2024-09-18,false
S-16dfaf,A-8e47ca,active,Pro,,19,931,11172,false,false,annual,true,2024-02-27,2024-03-05,false
S-50aaaa,A-af0cd2,active,Pro,,19,931,11172,false,false,monthly,true,2023-01-12,2023-04-13,false
S-101201,A-d49cc5,active,Basic,,50,950,11400,false,false,annual,true,2024-02-13,2024-03-26,false
S-6def60,A-1e1b80,active,Basic,,50,950,11400,false,false,monthly,true,2023-10-11,2023-11-02,false
S-78554e,A-2922b6,active,Basic,,51,969,11628,false,false,monthly,true,2024-12-05,2024-12-11,false
S-da198f,A-b07346,active,Basic,,51,969,11628,false,false,annual,true,2024-11-06,2024-11-21,false
S-482962,A-de24d5,active,Pro,,20,980,11760,false,false,annual,true,2024-11-06,2024-11-15,false
S-495e57,A-bbc346,active,Pro,,20,980,11760,false,false,annual,true,2024-08-31,2024-08-31,false
S-2ebd06,A-32728c,active,Pro,,20,980,11760,false,false,monthly,true,2023-04-04,2023-05-21,false
S-207191,A-726cfa,active,Pro,,20,980,11760,false,false,annual,true,2023-07-15,2023-08-10,false
S-15cfa1,A-054577,active,Pro,,20,980,11760,false,false,annual,true,2024-05-03,2024-05-08,false
S-c2b710,A-88c6ca,active,Enterprise,,5,995,11940,false,false,monthly,true,2024-11-01,2024-11-19,false
S-2f9bef,A-cc1d8d,active,Enterprise,,5,995,11940,false,false,annual,true,2024-12-08,2024-12-10,false
S-c657b6,A-7c5768,active,Enterprise,,5,995,11940,false,false,annual,true,2024-03-05,2024-05-05,false
S-868325,A-ac85cd,active,Basic,,53,1007,12084,false,false,monthly,true,2024-08-02,2024-08-16,false
S-e133a5,A-4a4c2d,active,Basic,,54,1026,12312,false,false,monthly,true,2023-07-03,2023-07-04,false
S-6ca9be,A-e888d1,active,Basic,,54,1026,12312,false,false,annual,true,2023-05-11,2023-07-05,false
S-b8caad,A-ac14bb,active,Pro,,21,1029,12348,false,false,annual,false,2023-09-27,2023-10-28,false
S-68a558,A-a1bbb6,active,Pro,,21,1029,12348,false,false,monthly,true,2023-04-17,2023-05-10,false
S-ad32a8,A-6843f2,active,Pro,,21,1029,12348,false,false,monthly,true,2024-12-11,2024-12-12,false
S-60890c,A-ff3c73,active,Pro,,21,1029,12348,false,false,monthly,false,2023-04-06,2023-04-08,false
S-86a4e3,A-e693b6,active,Basic,,55,1045,12540,false,false,annual,true,2023-08-01,2023-09-23,false
S-b48787,A-02fac6,active,Pro,,22,1078,12936,false,false,annual,true,2023-10-21,2023-11-20,false
S-7179fd,A-bcf664,active,Basic,,59,1121,13452,false,false,monthly,true,2023-06-16,2023-08-11,false
S-da9f05,A-151c9a,active,Pro,,23,1127,13524,false,false,annual,true,2023-05-08,2023-07-14,false
S-721fea,A-f6b2fb,active,Pro,,23,1127,13524,false,false,monthly,true,2024-05-23,2024-06-12,false
S-c796c1,A-aa9511,active,Pro,,23,1127,13524,false,false,monthly,true,2023-10-11,2023-10-25,false
S-61c27e,A-158f4e,active,Basic,,61,1159,13908,false,false,monthly,true,2023-06-02,2023-06-19,false
S-a7360b,A-00bed1,active,Basic,,61,1159,13908,false,false,annual,true,2023-11-16,2024-04-06,false
S-da7f1f,A-1f0ac7,active,Pro,,24,1176,14112,false,false,monthly,false,2023-12-04,2024-02-15,false
S-2d21b9,A-b7b7b7,active,Pro,,24,1176,14112,false,false,annual,true,2024-07-12,2024-07-29,false
S-58239c,A-87aa7b,active,Pro,,24,1176,14112,false,false,monthly,true,2024-05-22,2024-05-25,false
S-ea5984,A-977ca0,active,Enterprise,,6,1194,14328,false,false,annual,true,2023-02-20,2023-03-20,false
S-50e9f3,A-adc1f3,active,Enterprise,,6,1194,14328,false,false,annual,true,2024-08-10,2024-08-28,false
S-81cd46,A-ced9aa,active,Enterprise,,6,1194,14328,false,false,annual,true,2024-10-11,2024-11-07,false
S-ed7a72,A-533452,active,Pro,,25,1225,14700,false,false,monthly,true,2024-11-21,2024-11-23,false
S-549340,A-eb1312,active,Pro,,25,1225,14700,false,false,monthly,true,2024-09-18,2024-10-08,false
S-2a9676,A-92a3af,active,Pro,,25,1225,14700,false,false,annual,true,2024-07-23,2024-07-24,false
S-e740b4,A-5c9849,active,Basic,,65,1235,14820,false,false,monthly,true,2024-11-10,2024-11-11,false
S-a81bcd,A-09540c,active,Basic,,67,1273,15276,false,false,annual,false,2024-04-11,2024-05-28,false
S-5698bd,A-52dd88,active,Pro,,26,1274,15288,false,false,monthly,false,2023-03-26,2023-10-10,false
S-456829,A-f92792,active,Pro,,26,1274,15288,false,false,annual,false,2024-07-07,2024-08-01,false
S-dcc1a5,A-029f69,active,Pro,,26,1274,15288,false,false,annual,false,2024-05-09,2024-05-24,false
S-94c40b,A-7c6b6b,active,Pro,,26,1274,15288,false,false,annual,true,2024-12-06,2024-12-10,false
S-672f1b,A-eafc6e,active,Pro,,27,1323,15876,false,false,monthly,true,2023-08-08,2023-11-15,false
S-c899a3,A-2446e3,active,Pro,,27,1323,15876,false,false,monthly,true,2024-01-21,2024-04-18,false
S-a0d68d,A-c58f49,active,Basic,,70,1330,15960,false,false,monthly,true,2024-08-10,2024-09-13,false
S-aba835,A-5b1bcd,active,Basic,,73,1387,16644,false,false,annual,true,2023-09-23,2023-10-15,false
S-debbee,A-3a7284,active,Basic,,73,1387,16644,false,false,annual,true,2024-11-28,2024-11-28,false
S-3ae8d8,A-396e5f,active,Enterprise,,7,1393,16716,false,false,monthly,true,2024-10-02,2024-10-05,false
S-e0a991,A-9affe6,active,Enterprise,,7,1393,16716,false,false,monthly,true,2023-04-06,2023-06-06,false
S-09950d,A-5f2961,active,Enterprise,,7,1393,16716,false,false,annual,true,2024-11-27,2024-12-02,false
S-624857,A-69b156,active,Enterprise,,7,1393,16716,false,false,monthly,true,2023-12-27,2024-01-16,false
S-d224a1,A-42b791,active,Pro,,29,1421,17052,false,false,monthly,true,2024-06-11,2024-10-08,false
S-c65456,A-a33200,active,Pro,,29,1421,17052,false,false,annual,true,2024-09-26,2024-09-27,false
S-02ec76,A-e60f9d,active,Pro,,29,1421,17052,false,false,monthly,true,2024-09-17,2024-10-11,false
S-6895d0,A-5a92e7,active,Pro,,29,1421,17052,false,false,monthly,false,2024-06-13,2024-06-14,false
S-eef0cd,A-600734,active,Pro,,29,1421,17052,false,false,annual,true,2024-01-13,2024-02-17,false
S-f093d0,A-f19b24,active,Pro,,29,1421,17052,false,false,monthly,true,2024-03-17,2024-08-20,false
S-fd8bb6,A-337bc1,active,Pro,,30,1470,17640,false,false,monthly,true,2023-08-02,2023-11-11,false
S-ed32c7,A-37f969,active,Pro,,30,1470,17640,false,false,annual,false,2023-10-24,2023-11-02,false
S-c67b80,A-eb2fdc,active,Pro,,31,1519,18228,false,false,monthly,false,2024-02-24,2024-04-06,false
S-bdf8bf,A-cdf020,active,Pro,,31,1519,18228,false,false,monthly,true,2023-12-01,2024-01-25,false
S-81fe83,A-b48f73,active,Basic,,80,1520,18240,false,false,monthly,true,2024-11-15,2024-11-23,false
S-92795b,A-e36807,active,Basic,,81,1539,18468,false,false,monthly,false,2024-06-01,2024-06-20,false
S-cdf625,A-c222ab,active,Pro,,32,1568,18816,false,false,monthly,true,2024-08-24,2024-08-27,false
S-21b034,A-90a8c8,active,Pro,,32,1568,18816,false,false,annual,true,2024-08-25,2024-09-17,false
S-0b7eba,A-7f4db3,active,Enterprise,,8,1592,19104,false,false,monthly,false,2023-03-11,2023-03-28,false
S-12ca50,A-425e76,active,Enterprise,,8,1592,19104,false,false,monthly,true,2023-06-21,2023-06-26,false
S-a4d121,A-118d55,active,Enterprise,,8,1592,19104,false,false,monthly,true,2024-10-26,2024-11-13,false
S-a84e7f,A-e89151,active,Enterprise,,8,1592,19104,false,false,annual,true,2023-11-14,2024-02-16,false
S-36f8c0,A-19b2c8,active,Pro,,33,1617,19404,false,false,annual,true,2023-06-19,2023-07-12,false
S-a54fb2,A-8ae05d,active,Basic,,86,1634,19608,false,false,annual,false,2024-06-01,2024-06-09,false
S-5bb58e,A-5a215a,active,Basic,,87,1653,19836,false,false,annual,false,2024-01-31,2024-02-05,false
S-91ab2e,A-c62e55,active,Pro,,34,1666,19992,false,false,annual,false,2023-11-15,2024-01-15,false
S-f553b5,A-6da850,active,Pro,,34,1666,19992,false,false,monthly,true,2023-10-08,2023-12-04,false
S-9dda85,A-462d45,active,Basic,,89,1691,20292,false,false,annual,false,2024-01-16,2024-02-13,false
S-94aaef,A-098560,active,Pro,,35,1715,20580,false,false,annual,false,2023-12-10,2024-02-24,false
S-76767f,A-068fc6,active,Pro,,35,1715,20580,false,false,monthly,true,2023-10-28,2024-01-02,false
S-e0f238,A-463db0,active,Pro,,35,1715,20580,false,false,annual,true,2024-12-09,2024-12-12,false
S-765a5f,A-c9bb3e,active,Pro,,35,1715,20580,false,false,annual,true,2024-04-01,2024-04-25,false
S-d0f5fb,A-39868b,active,Enterprise,,9,1791,21492,false,false,annual,false,2024-04-25,2024-06-02,false
S-f5c7b2,A-f44180,active,Enterprise,,9,1791,21492,false,false,annual,true,2023-03-25,2023-04-10,false
S-009027,A-1b7577,active,Enterprise,,9,1791,21492,false,false,annual,true,2024-10-28,2024-11-02,false
S-f97537,A-0aaf6e,active,Pro,,37,1813,21756,false,false,monthly,false,2024-06-16,2024-07-16,false
S-47ce2d,A-d792a6,active,Pro,,37,1813,21756,false,false,monthly,true,2023-02-06,2023-02-17,false
S-9d7fa9,A-a865bd,active,Pro,,38,1862,22344,false,false,monthly,true,2024-01-17,2024-04-11,false
S-c86492,A-c43359,active,Pro,,38,1862,22344,false,false,annual,true,2024-11-18,2024-11-25,false
S-5c4ef1,A-922109,active,Pro,,38,1862,22344,false,false,annual,true,2024-03-23,2024-04-06,false
S-113e86,A-96bbc6,active,Pro,,39,1911,22932,false,false,monthly,true,2024-05-23,2024-05-28,false
S-30fa6f,A-e1b9cd,active,Pro,,40,1960,23520,false,false,monthly,true,2023-03-21,2023-05-24,false
S-feb4b0,A-a45270,active,Enterprise,,10,1990,23880,false,false,annual,true,2024-07-12,2024-07-18,false
S-7b647e,A-d62e02,active,Enterprise,,10,1990,23880,false,false,monthly,true,2024-09-03,2024-10-02,false
S-ccd045,A-96215d,active,Enterprise,,10,1990,23880,false,false,monthly,true,2024-08-17,2024-09-12,false
S-5d434f,A-82861f,active,Pro,,41,2009,24108,false,false,monthly,true,2024-05-18,2024-05-25,false
S-82df6c,A-ac9111,active,Pro,,41,2009,24108,false,false,annual,true,2023-09-06,2023-10-04,false
S-41b844,A-94d3da,active,Pro,,41,2009,24108,false,false,monthly,false,2023-06-03,2023-06-04,false
S-7f7e38,A-bb1486,active,Pro,,42,2058,24696,false,false,monthly,true,2024-11-13,2024-11-17,false
S-709b46,A-ed510f,active,Pro,,42,2058,24696,false,false,annual,false,2023-03-09,2023-04-19,false
S-88bc66,A-544d0a,active,Pro,,43,2107,25284,false,false,monthly,false,2024-05-24,2024-06-22,false
S-17f71d,A-e40f45,active,Pro,,44,2156,25872,false,false,monthly,true,2024-05-15,2024-05-17,false
S-d80516,A-f19409,active,Pro,,44,2156,25872,false,false,annual,true,2023-04-22,2023-08-09,false
S-9c85b0,A-78f02b,active,Enterprise,,11,2189,26268,false,false,annual,true,2024-11-19,2024-11-26,false
S-9d8525,A-cab532,active,Enterprise,,11,2189,26268,false,false,monthly,false,2023-04-21,2023-05-27,false
S-da4a98,A-d4e0d4,active,Basic,,117,2223,26676,false,false,monthly,true,2024-10-18,2024-10-23,false
S-2d0c1f,A-241e75,active,Pro,,46,2254,27048,false,false,annual,true,2024-07-11,2024-08-07,false
S-0ed7be,A-95b24a,active,Pro,,47,2303,27636,false,false,monthly,false,2023-07-14,2023-07-18,false
S-a74462,A-7c83a1,active,Pro,,48,2352,28224,false,false,annual,true,2024-05-14,2024-05-16,false
S-af4e84,A-798a3f,active,Enterprise,,12,2388,28656,false,false,annual,false,2023-12-25,2023-12-26,false
S-ed857b,A-ad64c6,active,Enterprise,,12,2388,28656,false,false,monthly,false,2024-03-07,2024-06-15,false
S-f9469c,A-781cc0,active,Enterprise,,12,2388,28656,false,false,monthly,true,2024-09-04,2024-09-07,false
S-e97b9f,A-a0ca4e,active,Enterprise,,12,2388,28656,false,false,annual,true,2024-03-16,2024-05-06,false
S-f57b2b,A-20736a,active,Pro,,50,2450,29400,false,false,annual,true,2024-05-09,2024-08-07,false
S-e2799b,A-4c56c9,active,Enterprise,,13,2587,31044,false,false,monthly,false,2024-05-13,2024-05-21,false
S-6d507b,A-ffc04f,active,Enterprise,,13,2587,31044,false,false,annual,true,2024-06-08,2024-07-31,false
S-788739,A-700ade,active,Enterprise,,13,2587,31044,false,false,monthly,true,2024-11-07,2024-11-11,false
S-a4b1af,A-17939a,active,Enterprise,,13,2587,31044,false,false,monthly,true,2024-12-26,2024-12-27,false
S-f41a31,A-659280,active,Enterprise,,13,2587,31044,false,false,monthly,false,2023-11-25,2023-11-28,false
S-627cfa,A-9bfc9f,active,Pro,,53,2597,31164,false,false,monthly,true,2023-09-19,2023-10-16,false
S-371662,A-bad8c1,active,Pro,,54,2646,31752,false,false,monthly,true,2023-06-12,2023-09-16,false
S-0ec1d3,A-86fc1d,active,Pro,,56,2744,32928,false,false,annual,true,2024-08-08,2024-08-16,false
S-390955,A-98a59a,active,Pro,,56,2744,32928,false,false,monthly,true,2023-09-02,2023-09-27,false
S-eabdce,A-9208f0,active,Enterprise,,14,2786,33432,false,false,annual,true,2023-05-15,2023-07-11,false
S-91e96a,A-970c97,active,Enterprise,,14,2786,33432,false,false,monthly,false,2024-03-06,2024-03-23,false
S-183073,A-e7a1e2,active,Enterprise,,14,2786,33432,false,false,monthly,true,2024-07-19,2024-08-09,false
S-39539d,A-2bc93d,active,Enterprise,,14,2786,33432,false,false,annual,true,2023-07-19,2023-07-29,false
S-e09e04,A-fda07f,active,Enterprise,,14,2786,33432,false,false,annual,true,2024-08-24,2024-09-12,false
S-330989,A-671f31,active,Pro,,59,2891,34692,false,false,annual,true,2024-11-27,2024-11-27,false
S-302119,A-e1462e,active,Enterprise,,15,2985,35820,false,false,monthly,true,2023-04-03,2023-07-23,false
S-d30894,A-71615e,active,Enterprise,,15,2985,35820,false,false,annual,true,2024-06-27,2024-07-04,false
S-4d2011,A-751c58,active,Enterprise,,15,2985,35820,false,false,annual,false,2024-07-29,2024-08-24,false
S-023f3c,A-b9eed8,active,Enterprise,,15,2985,35820,false,false,annual,false,2024-03-16,2024-05-07,false
S-dd5a4c,A-716841,active,Basic,,161,3059,36708,false,false,annual,true,2024-05-13,2024-05-14,false
S-872bdd,A-d3c88e,active,Enterprise,,16,3184,38208,false,false,annual,true,2024-10-23,2024-10-27,false
S-134753,A-e83938,active,Enterprise,,16,3184,38208,false,false,monthly,true,2024-02-08,2024-04-25,false
S-26a630,A-5247b3,active,Enterprise,,16,3184,38208,false,false,monthly,true,2024-03-23,2024-04-17,false
S-cd79c0,A-ccabf0,active,Enterprise,,16,3184,38208,false,false,monthly,true,2023-11-07,2023-11-18,false
S-20d02a,A-40a557,active,Enterprise,,16,3184,38208,false,false,annual,true,2024-01-11,2024-02-12,false
S-c62bb7,A-0a62f5,active,Enterprise,,16,3184,38208,false,false,monthly,true,2024-09-16,2024-10-23,false
S-1cff77,A-5a3eb9,active,Pro,,65,3185,38220,false,false,annual,true,2023-09-20,2023-09-21,false
S-dc6dfd,A-e08cd3,active,Pro,,67,3283,39396,false,false,monthly,true,2024-09-30,2024-10-01,false
S-979365,A-bb2f49,active,Pro,,68,3332,39984,false,false,monthly,true,2023-06-29,2023-07-26,false
S-d48577,A-7cfe77,active,Pro,,69,3381,40572,false,false,annual,true,2024-07-30,2024-08-10,false
S-03340d,A-4ef964,active,Enterprise,,17,3383,40596,false,false,annual,false,2024-04-01,2024-05-01,false
S-b4212b,A-10b8da,active,Enterprise,,17,3383,40596,false,false,monthly,true,2023-05-12,2023-06-09,false
S-ed2bb5,A-e4bf56,active,Enterprise,,17,3383,40596,false,false,monthly,true,2024-11-17,2024-11-26,false
S-4305f1,A-afa505,active,Pro,,70,3430,41160,false,false,monthly,true,2024-01-08,2024-02-10,false
S-18f80d,A-484819,active,Enterprise,,18,3582,42984,false,false,annual,true,2023-02-23,2023-05-27,false
S-2176da,A-cbd1a3,active,Enterprise,,18,3582,42984,false,false,monthly,true,2024-11-26,2024-11-27,false
S-82ffca,A-508199,active,Enterprise,,19,3781,45372,false,false,annual,false,2024-01-30,2024-02-08,false
S-a346d6,A-0a282f,active,Enterprise,,19,3781,45372,false,false,annual,true,2024-08-31,2024-09-28,false
S-bdac36,A-443f6f,active,Enterprise,,19,3781,45372,false,false,monthly,false,2024-12-08,2024-12-10,false
S-1d15a7,A-1e50e0,active,Enterprise,,19,3781,45372,false,false,monthly,true,2023-03-23,2023-04-25,false
S-249448,A-dbc825,active,Enterprise,,19,3781,45372,false,false,annual,true,2024-01-19,2024-01-26,false
S-c9d475,A-1986ca,active,Enterprise,,20,3980,47760,false,false,annual,false,2023-07-06,2023-11-16,false
S-3ef584,A-72799b,active,Enterprise,,20,3980,47760,false,false,annual,true,2023-11-17,2023-11-18,false
S-6d4050,A-854864,active,Enterprise,,20,3980,47760,false,false,monthly,true,2024-12-09,2024-12-15,false
S-78da0b,A-b20d99,active,Enterprise,,20,3980,47760,false,false,monthly,true,2024-01-26,2024-01-30,false
S-3012fa,A-902ef7,active,Pro,,83,4067,48804,false,false,annual,true,2024-09-05,2024-09-30,false
S-fd2307,A-bbe56f,active,Enterprise,,21,4179,50148,false,false,annual,true,2023-08-29,2023-09-06,false
S-c95ecc,A-bb1eaa,active,Enterprise,,21,4179,50148,false,false,monthly,true,2024-06-30,2024-07-14,false
S-363c29,A-e7beab,active,Enterprise,,21,4179,50148,false,false,annual,true,2023-10-23,2023-12-15,false
S-a0f3f7,A-c37cab,active,Enterprise,,21,4179,50148,false,false,annual,true,2024-07-30,2024-08-01,false
S-cf12f4,A-4814a3,active,Pro,,87,4263,51156,false,false,monthly,true,2024-09-27,2024-10-05,false
S-e57a7d,A-3f9cc0,active,Enterprise,,22,4378,52536,false,false,annual,false,2024-06-23,2024-06-24,false
S-11eef4,A-5c046d,active,Pro,,93,4557,54684,false,false,annual,true,2024-07-23,2024-08-18,false
S-b420be,A-0e966d,active,Enterprise,,23,4577,54924,false,false,annual,true,2024-06-30,2024-08-17,false
S-07aba0,A-3b37d9,active,Enterprise,,23,4577,54924,false,false,annual,true,2023-04-11,2023-07-10,false
S-342037,A-bb3bd4,active,Enterprise,,23,4577,54924,false,false,annual,true,2024-04-05,2024-05-06,false
S-f1826f,A-4c6f11,active,Enterprise,,24,4776,57312,false,false,monthly,true,2024-03-30,2024-05-10,false
S-97efb2,A-410e86,active,Enterprise,,24,4776,57312,false,false,annual,true,2024-11-16,2024-11-29,false
S-021297,A-5ed98d,active,Enterprise,,24,4776,57312,false,false,annual,true,2024-06-28,2024-07-18,false
S-a5cf6d,A-e51ec7,active,Enterprise,,25,4975,59700,false,false,monthly,true,2023-11-27,2024-03-22,false
S-ed55d2,A-039727,active,Enterprise,,25,4975,59700,false,false,annual,true,2024-11-07,2024-11-10,false
S-0ae33f,A-075038,active,Pro,,103,5047,60564,false,false,annual,true,2023-07-14,2023-11-08,false
S-b3cae6,A-6a7c9d,active,Enterprise,,26,5174,62088,false,false,monthly,true,2024-11-12,2024-11-29,false
S-82848e,A-bece89,active,Enterprise,,26,5174,62088,false,false,annual,true,2024-01-18,2024-02-08,false
S-cff5a2,A-ba6516,active,Enterprise,,27,5373,64476,false,false,monthly,true,2024-01-10,2024-01-30,false
S-0e43ad,A-cc8c8f,active,Enterprise,,28,5572,66864,false,false,annual,true,2024-06-21,2024-07-16,false
S-42af3d,A-40de06,active,Enterprise,,28,5572,66864,false,false,annual,true,2023-06-03,2023-06-23,false
S-4f21c1,A-9f9299,active,Enterprise,,28,5572,66864,false,false,annual,true,2023-11-24,2023-11-27,false
S-2de449,A-702032,active,Enterprise,,28,5572,66864,false,false,annual,true,2024-04-24,2024-07-07,false
S-a87c2f,A-4ae22a,active,Enterprise,,28,5572,66864,false,false,annual,false,2024-05-28,2024-07-24,false
S-3c3a3e,A-0baac2,active,Enterprise,,29,5771,69252,false,false,annual,true,2024-06-02,2024-10-14,false
S-fe0bc0,A-692f18,active,Enterprise,,29,5771,69252,false,false,monthly,true,2024-03-29,2024-04-05,false
S-5d729e,A-4a267b,active,Enterprise,,29,5771,69252,false,false,monthly,true,2024-05-09,2024-06-17,false
S-7d43e0,A-f9cc74,active,Enterprise,,30,5970,71640,false,false,monthly,true,2024-10-12,2024-10-28,false
S-956036,A-d922bf,active,Enterprise,,30,5970,71640,false,false,annual,true,2023-10-29,2023-11-21,false
S-59f0a6,A-104f1a,active,Pro,,123,6027,72324,false,false,monthly,false,2024-09-02,2024-09-05,false
S-648397,A-5fe118,active,Pro,,123,6027,72324,false,false,monthly,true,2024-12-02,2024-12-04,false
S-36ee88,A-fabe19,active,Enterprise,,31,6169,74028,false,false,monthly,true,2024-11-23,2024-11-24,false
S-966a44,A-f5641b,active,Enterprise,,31,6169,74028,false,false,monthly,true,2024-04-21,2024-05-23,false
S-a09141,A-e3bd71,active,Enterprise,,31,6169,74028,false,false,annual,false,2023-04-03,2024-01-11,false
S-85de7a,A-940b8b,active,Enterprise,,32,6368,76416,false,false,annual,true,2024-04-01,2024-04-29,false
S-3632aa,A-f25509,active,Enterprise,,32,6368,76416,false,false,monthly,true,2024-05-28,2024-06-16,false
S-576519,A-cc98bc,active,Enterprise,,32,6368,76416,false,false,monthly,true,2023-05-27,2023-06-05,false
S-eff39c,A-118f1c,active,Enterprise,,32,6368,76416,false,false,annual,true,2024-10-31,2024-11-11,false
S-22365f,A-05f0e5,active,Enterprise,,32,6368,76416,false,false,annual,true,2023-06-11,2023-06-30,false
S-af4059,A-acb7f7,active,Enterprise,,32,6368,76416,false,false,annual,true,2024-01-07,2024-02-16,false
S-432401,A-c7ffc2,active,Pro,,132,6468,77616,false,false,monthly,true,2023-05-25,2023-07-19,false
S-255846,A-9a532a,active,Enterprise,,33,6567,78804,false,false,monthly,true,2024-08-28,2024-09-21,false
S-f30081,A-cb5333,active,Enterprise,,33,6567,78804,false,false,annual,true,2024-04-01,2024-04-09,false
S-d64e41,A-354f12,active,Enterprise,,34,6766,81192,false,false,annual,true,2024-05-28,2024-08-01,false
S-e1de58,A-ce550d,active,Enterprise,,35,6965,83580,false,false,annual,true,2024-10-28,2024-11-01,false
S-8921cb,A-50bb9f,active,Enterprise,,35,6965,83580,false,false,monthly,true,2024-07-22,2024-08-09,false
